"1","fileName","SentNumber","Bacteroidetes"," The DNA G+C content of the type strain is 48 mol% (determined by HPLC).  "," The DNA G+C content of the type strain is 48 mol% (determined by HPLC).  ",
"1","fileName","SentNumber","Bacteroidetes"," The genomic DNA G+C content of the type strain is 34.2 mol%.  "," The genomic DNA G+C content of the type strain is 34.2 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","DNA G+ C content is 33.1–34.4 mol%.  ","DNA G+ C content is 33.1–34.4 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","DNA G+ C content is 33.8–34.2 mol%.  ","DNA G+ C content is 33.8–34.2 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","DNA G+ C content is 37–42 mol%.  ","DNA G+ C content is 37–42 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","DNA G+ C content of the strains is 33.8–34.5 mol%.  ","DNA G+ C content of the strains is 33.8–34.5 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","G + C content of DNA is 39.0 to 40.4 mol%.  ","G + C content of DNA is 39.0 to 40.4 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","G + C content of DNA ranges from 31.3 to 32.5 mol%; for the type strain, this value is 31.6 mol%.  ","G + C content of DNA ranges from 31.3 to 32.5 mol%; for the type strain, this value is 31.6 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","G+C content is 48 mol%.  ","G+C content is 48 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","G+C content of the DNA 41.8±0.7 mol% (HPLC determination).  ","G+C content of the DNA 41.8±0.7 mol% (HPLC determination).  ",
"1","fileName","SentNumber","Bacteroidetes","G+C content of the DNA is 31 mol% (determined by HPLC).  ","G+C content of the DNA is 31 mol% (determined by HPLC).  ",
"1","fileName","SentNumber","Bacteroidetes","G+C content of the DNA ranges from 36 to 38 mol% (Tm method).  ","G+C content of the DNA ranges from 36 to 38 mol% (Tm method).  ",
"1","fileName","SentNumber","Bacteroidetes","The base composition is 32.5 to 34 mol% G+C (three strains).  ","The base composition is 32.5 to 34 mol% G+C (three strains).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA base composition ranges from 33 to 38 mol% guanine plus cytosine. ","The DNA base composition ranges from 33 to 38 mol% guanine plus cytosine. ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G + C content is 32-33 mol % (determined by HPLC).  ","The DNA G + C content is 32-33 mol % (determined by HPLC).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G + C content is 32.4 mol% (type strain).  ","The DNA G + C content is 32.4 mol% (type strain).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G + C content of this strain is 35.4 mol%.","The DNA G + C content of this strain is 35.4 mol%.",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C % content of type strain is 39.5 mol% (HPLC) or 41.2 mol% (thermal denaturation).","The DNA G+ C % content of type strain is 39.5 mol% (HPLC) or 41.2 mol% (thermal denaturation).",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content is 38 mol%.  ","The DNA G+ C content is 38 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content is 38.7 mol % (Alegado et al., 2011).","The DNA G+ C content is 38.7 mol % (Alegado et al., 2011).",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content is 43 mol% (HPLC).  ","The DNA G+ C content is 43 mol% (HPLC).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content is 49.0 mol% (HPLC).  ","The DNA G+ C content is 49.0 mol% (HPLC).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of strain AS06/20aT is 38.9 mol%.","The DNA G+ C content of strain AS06/20aT is 38.9 mol%.",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 32.7 mol% ","The DNA G+ C content of the type strain is 32.7 mol% ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 34.5 mol% and the major respiratory quinone is menaquinone-6.  ","The DNA G+ C content of the type strain is 34.5 mol% and the major respiratory quinone is menaquinone-6.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 36.0 mol%.  ","The DNA G+ C content of the type strain is 36.0 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 38.0± 0.6 mol%.","The DNA G+ C content of the type strain is 38.0± 0.6 mol%.",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 43 mol% (by HPLC).","The DNA G+ C content of the type strain is 43 mol% (by HPLC).",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 43.2 mol% (HPLC).","The DNA G+ C content of the type strain is 43.2 mol% (HPLC).",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 47 mol% (by HPLC).","The DNA G+ C content of the type strain is 47 mol% (by HPLC).",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain is 48.5 mol%.  ","The DNA G+ C content of the type strain is 48.5 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain of the type species is 40.3 mol%.  ","The DNA G+ C content of the type strain of the type species is 40.3 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+ C content of the type strain of the type species is 52.0 mol%.  ","The DNA G+ C content of the type strain of the type species is 52.0 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+C content is 33.0 mol% (type strain).  ","The DNA G+C content is 33.0 mol% (type strain).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+C content is 43 mol%.  ","The DNA G+C content is 43 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+C content of the species is 34.8 ± 0.1 mol% (HPLC method).  ","The DNA G+C content of the species is 34.8 ± 0.1 mol% (HPLC method).  ",
"1","fileName","SentNumber","Bacteroidetes","The DNA G+C content of the type strain is 30.7 mol %.  ","The DNA G+C content of the type strain is 30.7 mol %.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+ C content of the DNA is close to 39 mol%.  ","The G+ C content of the DNA is close to 39 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+ C content of the genomic DNA is 47.1 mol%.","The G+ C content of the genomic DNA is 47.1 mol%.",
"1","fileName","SentNumber","Bacteroidetes","The G+ C content of the genomic DNA is 48.4 mol%. ","The G+ C content of the genomic DNA is 48.4 mol%. ",
"1","fileName","SentNumber","Bacteroidetes","The G+C concent of the DNA of ATCC 29798 was 37 mol%.  ","The G+C concent of the DNA of ATCC 29798 was 37 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of cells is 38-39 mol%.  ","The G+C content of cells is 38-39 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of DNA is 38 mol% (Vandamme et al., 1996).  ","The G+C content of DNA is 38 mol% (Vandamme et al., 1996).  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of DNA of the strain AK12T was 46.2 mol%.  ","The G+C content of DNA of the strain AK12T was 46.2 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of DNA of the type strain is 55 mol%.  ","The G+C content of DNA of the type strain is 55 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of DNA of the type strain is 57 mol%.  ","The G+C content of DNA of the type strain is 57 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA is 33.7 mol% (thermal denaturation method) or 38.3 to 38.7 mol% (bouyant density method).  ","The G+C content of the DNA is 33.7 mol% (thermal denaturation method) or 38.3 to 38.7 mol% (bouyant density method).  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA is 35–36 mol% (Tm).  ","The G+C content of the DNA is 35–36 mol% (Tm).  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA is 37.6 ± 1.0 mol%, and the G+C content of the DNA of the type strain is 37.0 mol%, as estimated by the thermal denaturation method.  ","The G+C content of the DNA is 37.6 ± 1.0 mol%, and the G+C content of the DNA of the type strain is 37.0 mol%, as estimated by the thermal denaturation method.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA is 49.2 mol%.  ","The G+C content of the DNA is 49.2 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA of ATCC 25539 was 28 mol%.  ","The G+C content of the DNA of ATCC 25539 was 28 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA of this strain is 41.7 mol%.","The G+C content of the DNA of this strain is 41.7 mol%.",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA ranges from 37 to 38 mol%.  ","The G+C content of the DNA ranges from 37 to 38 mol%.  ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the DNA ranges from 39.5 to 40.3 mol% (thermal denaturation). ","The G+C content of the DNA ranges from 39.5 to 40.3 mol% (thermal denaturation). ",
"1","fileName","SentNumber","Bacteroidetes","The G+C content of the genomic DNA ranges from 42 to 44 mol%.  ","The G+C content of the genomic DNA ranges from 42 to 44 mol%.  ",
